Age,Age_Group,Attrition,Department,Job Role,Gender,Monthly Income,Salary_Band,TotalWorkingYears,Years At Company,Experience_Group
40,36-45,Yes,Research & Development,Laboratory Technician,Male,2018,Low,15,5,8-15 Years
40,36-45,Yes,Research & Development,Laboratory Technician,Male,2166,Low,10,4,8-15 Years
40,36-45,Yes,Sales,Sales Executive,Female,13194,High,22,1,15+ Years
40,36-45,Yes,Sales,Sales Executive,Male,6380,Medium,8,6,8-15 Years
40,36-45,Yes,Sales,Sales Executive,Male,9094,High,9,5,8-15 Years
41,36-45,No,Human Resources,Human Resources,Male,6430,Medium,10,3,8-15 Years
41,36-45,No,Human Resources,Manager,Male,19141,High,23,21,15+ Years
41,36-45,No,Human Resources,Manager,Male,19189,High,22,22,15+ Years
41,36-45,No,Research & Development,Healthcare Representative,Female,6811,Medium,10,8,8-15 Years
41,36-45,No,Research & Development,Healthcare Representative,Male,6870,Medium,11,3,8-15 Years
41,36-45,No,Research & Development,Laboratory Technician,Male,2238,Low,7,5,4-7 Years
41,36-45,No,Research & Development,Laboratory Technician,Male,2289,Low,5,5,4-7 Years
41,36-45,No,Research & Development,Laboratory Technician,Male,4721,Medium,20,18,15+ Years
41,36-45,No,Research & Development,Laboratory Technician,Male,4766,Medium,6,1,4-7 Years
41,36-45,No,Research & Development,Manager,Male,17181,High,21,7,15+ Years
41,36-45,No,Research & Development,Manufacturing Director,Female,5003,Medium,8,2,8-15 Years
41,36-45,No,Research & Development,Manufacturing Director,Female,13570,High,21,20,15+ Years
41,36-45,No,Research & Development,Manufacturing Director,Male,6032,Medium,8,5,8-15 Years
41,36-45,No,Research & Development,Research Director,Female,19973,High,21,21,15+ Years
41,36-45,No,Research & Development,Research Director,Male,19419,High,21,18,15+ Years
41,36-45,No,Research & Development,Research Scientist,Female,3376,Medium,10,10,8-15 Years
41,36-45,No,Research & Development,Research Scientist,Female,5467,Medium,12,6,8-15 Years
41,36-45,No,Research & Development,Research Scientist,Male,2127,Low,7,4,4-7 Years
41,36-45,No,Research & Development,Research Scientist,Male,2451,Low,13,9,8-15 Years
41,36-45,No,Research & Development,Research Scientist,Male,2782,Low,12,5,8-15 Years
41,36-45,No,Research & Development,Research Scientist,Male,3072,Medium,17,1,15+ Years
41,36-45,No,Sales,Manager,Female,13591,High,16,1,15+ Years
41,36-45,No,Sales,Manager,Female,16595,High,22,18,15+ Years
41,36-45,No,Sales,Manager,Male,16015,High,22,22,15+ Years
41,36-45,No,Sales,Sales Executive,Female,4103,Medium,10,9,8-15 Years
41,36-45,No,Sales,Sales Executive,Female,4393,Medium,14,5,8-15 Years
41,36-45,No,Sales,Sales Executive,Female,10447,High,23,22,15+ Years
41,36-45,No,Sales,Sales Executive,Male,6151,Medium,19,19,15+ Years
41,36-45,No,Sales,Sales Executive,Male,6230,Medium,16,14,15+ Years
41,36-45,No,Sales,Sales Executive,Male,7082,High,21,2,15+ Years
41,36-45,No,Sales,Sales Executive,Male,8189,High,12,9,8-15 Years
41,36-45,No,Sales,Sales Executive,Male,8392,High,10,10,8-15 Years
41,36-45,No,Sales,Sales Executive,Male,8938,High,14,5,8-15 Years
41,36-45,No,Sales,Sales Executive,Male,9241,High,10,10,8-15 Years
41,36-45,Yes,Research & Development,Laboratory Technician,Female,2778,Low,10,7,8-15 Years
41,36-45,Yes,Research & Development,Research Director,Female,19545,High,23,22,15+ Years
41,36-45,Yes,Research & Development,Research Scientist,Male,2107,Low,5,1,4-7 Years
41,36-45,Yes,Sales,Sales Executive,Female,5993,Medium,8,6,8-15 Years
41,36-45,Yes,Sales,Sales Executive,Male,9355,High,8,8,8-15 Years
41,36-45,Yes,Sales,Sales Representative,Female,3140,Medium,4,4,4-7 Years
42,36-45,No,Human Resources,Human Resources,Male,2696,Low,4,3,4-7 Years
42,36-45,No,Human Resources,Human Resources,Male,6272,Medium,10,4,8-15 Years
42,36-45,No,Human Resources,Manager,Female,16799,High,21,20,15+ Years
42,36-45,No,Research & Development,Healthcare Representative,Female,4089,Medium,10,10,8-15 Years
42,36-45,No,Research & Development,Healthcare Representative,Female,4523,Medium,7,6,4-7 Years
42,36-45,No,Research & Development,Healthcare Representative,Male,5538,Medium,10,0,8-15 Years
42,36-45,No,Research & Development,Healthcare Representative,Male,6781,Medium,14,1,8-15 Years
42,36-45,No,Research & Development,Healthcare Representative,Male,10124,High,24,20,15+ Years
42,36-45,No,Research & Development,Laboratory Technician,Female,2576,Low,8,5,8-15 Years
42,36-45,No,Research & Development,Laboratory Technician,Female,2593,Low,10,9,8-15 Years
42,36-45,No,Research & Development,Laboratory Technician,Female,3673,Medium,12,12,8-15 Years
42,36-45,No,Research & Development,Laboratory Technician,Female,5231,Medium,17,5,15+ Years
42,36-45,No,Research & Development,Laboratory Technician,Male,2093,Low,8,2,8-15 Years
42,36-45,No,Research & Development,Laboratory Technician,Male,2766,Low,7,5,4-7 Years
42,36-45,No,Research & Development,Laboratory Technician,Male,3968,Medium,8,0,8-15 Years
42,36-45,No,Research & Development,Laboratory Technician,Male,4272,Medium,16,1,15+ Years
42,36-45,No,Research & Development,Laboratory Technician,Male,4841,Medium,4,1,4-7 Years
42,36-45,No,Research & Development,Manager,Male,17665,High,23,22,15+ Years
42,36-45,No,Research & Development,Manager,Male,17861,High,21,20,15+ Years
42,36-45,No,Research & Development,Manager,Male,18430,High,24,24,15+ Years
42,36-45,No,Research & Development,Manager,Male,18880,High,24,22,15+ Years
42,36-45,No,Research & Development,Manager,Male,19232,High,22,22,15+ Years
42,36-45,No,Research & Development,Manager,Male,19613,High,24,1,15+ Years
42,36-45,No,Research & Development,Manufacturing Director,Female,5265,Medium,11,5,8-15 Years
42,36-45,No,Research & Development,Manufacturing Director,Female,6062,Medium,8,4,8-15 Years
42,36-45,No,Research & Development,Manufacturing Director,Male,4434,Medium,10,9,8-15 Years
42,36-45,No,Research & Development,Manufacturing Director,Male,7406,High,10,10,8-15 Years
42,36-45,No,Research & Development,Research Director,Female,13191,High,20,1,15+ Years
42,36-45,No,Research & Development,Research Director,Female,15992,High,16,1,15+ Years
42,36-45,No,Research & Development,Research Director,Male,13348,High,18,13,15+ Years
42,36-45,No,Research & Development,Research Scientist,Female,2372,Low,18,1,15+ Years
42,36-45,No,Research & Development,Research Scientist,Female,4556,Medium,19,5,15+ Years
42,36-45,No,Research & Development,Research Scientist,Female,6545,Medium,10,3,8-15 Years
42,36-45,No,Research & Development,Research Scientist,Male,2515,Low,8,2,8-15 Years
42,36-45,No,Research & Development,Research Scientist,Male,2936,Low,10,6,8-15 Years
42,36-45,No,Research & Development,Research Scientist,Male,4332,Medium,20,20,15+ Years
42,36-45,No,Research & Development,Research Scientist,Male,5410,Medium,9,4,8-15 Years
42,36-45,No,Sales,Manager,Male,18303,High,21,1,15+ Years
42,36-45,No,Sales,Sales Executive,Female,6244,Medium,10,5,8-15 Years
42,36-45,No,Sales,Sales Executive,Female,13525,High,23,20,15+ Years
42,36-45,No,Sales,Sales Executive,Male,4907,Medium,20,20,15+ Years
42,36-45,No,Sales,Sales Executive,Male,5087,Medium,14,0,8-15 Years
42,36-45,No,Sales,Sales Executive,Male,5155,Medium,9,6,8-15 Years
42,36-45,No,Sales,Sales Executive,Male,6825,Medium,10,9,8-15 Years
42,36-45,Yes,Research & Development,Research Scientist,Male,2759,Low,7,2,4-7 Years
42,36-45,Yes,Sales,Sales Executive,Male,13758,High,22,21,15+ Years
43,36-45,No,Human Resources,Human Resources,Male,3539,Medium,10,9,8-15 Years
43,36-45,No,Research & Development,Healthcare Representative,Female,4522,Medium,8,5,8-15 Years
43,36-45,No,Research & Development,Healthcare Representative,Female,5562,Medium,12,5,8-15 Years
43,36-45,No,Research & Development,Healthcare Representative,Female,9985,High,10,1,8-15 Years
43,36-45,No,Research & Development,Healthcare Representative,Male,7510,High,10,10,8-15 Years
43,36-45,No,Research & Development,Laboratory Technician,Female,2455,Low,9,8,8-15 Years
43,36-45,No,Research & Development,Laboratory Technician,Female,5257,Medium,9,9,8-15 Years
43,36-45,No,Research & Development,Laboratory Technician,Male,2258,Low,8,3,8-15 Years
43,36-45,No,Research & Development,Laboratory Technician,Male,4876,Medium,8,6,8-15 Years
43,36-45,No,Research & Development,Laboratory Technician,Male,5679,Medium,10,8,8-15 Years
43,36-45,No,Research & Development,Manager,Female,19392,High,21,16,15+ Years
43,36-45,No,Research & Development,Manufacturing Director,Female,4765,Medium,4,1,4-7 Years
43,36-45,No,Research & Development,Manufacturing Director,Female,10820,High,18,8,15+ Years
43,36-45,No,Research & Development,Research Director,Male,14336,High,25,25,15+ Years
43,36-45,No,Research & Development,Research Director,Male,16627,High,21,1,15+ Years
43,36-45,No,Research & Development,Research Director,Male,17159,High,22,4,15+ Years
43,36-45,No,Research & Development,Research Director,Male,17603,High,14,14,8-15 Years
43,36-45,No,Research & Development,Research Director,Male,19740,High,25,8,15+ Years
43,36-45,No,Research & Development,Research Scientist,Female,2645,Low,6,5,4-7 Years
43,36-45,No,Research & Development,Research Scientist,Female,4081,Medium,20,20,15+ Years
43,36-45,No,Research & Development,Research Scientist,Female,4739,Medium,18,3,15+ Years
43,36-45,No,Research & Development,Research Scientist,Male,2089,Low,7,5,4-7 Years
43,36-45,No,Research & Development,Research Scientist,Male,2438,Low,7,3,4-7 Years
43,36-45,No,Sales,Manager,Female,16064,High,22,17,15+ Years
43,36-45,No,Sales,Manager,Male,16959,High,25,25,15+ Years
43,36-45,No,Sales,Sales Executive,Female,10231,High,23,21,15+ Years
43,36-45,No,Sales,Sales Executive,Male,5675,Medium,7,7,4-7 Years
43,36-45,No,Sales,Sales Executive,Male,6804,Medium,7,2,4-7 Years
43,36-45,No,Sales,Sales Executive,Male,7847,High,10,10,8-15 Years
43,36-45,No,Sales,Sales Executive,Male,10798,High,18,1,15+ Years
43,36-45,Yes,Research & Development,Research Scientist,Male,2437,Low,6,1,4-7 Years
43,36-45,Yes,Sales,Sales Executive,Female,5346,Medium,7,4,4-7 Years
44,36-45,No,Human Resources,Human Resources,Female,3195,Medium,8,2,8-15 Years
44,36-45,No,Human Resources,Human Resources,Female,5985,Medium,10,2,8-15 Years
44,36-45,No,Human Resources,Human Resources,Male,5743,Medium,14,10,8-15 Years
44,36-45,No,Research & Development,Healthcare Representative,Female,7879,High,9,8,8-15 Years
44,36-45,No,Research & Development,Healthcare Representative,Female,10248,High,24,22,15+ Years
44,36-45,No,Research & Development,Healthcare Representative,Male,5033,Medium,10,2,8-15 Years
44,36-45,No,Research & Development,Healthcare Representative,Male,5933,Medium,10,5,8-15 Years
44,36-45,No,Research & Development,Healthcare Representative,Male,6465,Medium,9,4,8-15 Years
44,36-45,No,Research & Development,Laboratory Technician,Male,2042,Low,17,3,15+ Years
44,36-45,No,Research & Development,Laboratory Technician,Male,2818,Low,10,3,8-15 Years
44,36-45,No,Research & Development,Laboratory Technician,Male,3162,Medium,7,5,4-7 Years
44,36-45,No,Research & Development,Laboratory Technician,Male,3708,Medium,9,5,8-15 Years
44,36-45,No,Research & Development,Manager,Male,19190,High,26,25,15+ Years
44,36-45,No,Research & Development,Manager,Male,19513,High,26,2,15+ Years
44,36-45,No,Research & Development,Manufacturing Director,Male,10209,High,16,2,15+ Years
44,36-45,No,Research & Development,Research Director,Female,19049,High,23,22,15+ Years
44,36-45,No,Research & Development,Research Director,Male,16328,High,24,20,15+ Years
44,36-45,No,Research & Development,Research Scientist,Female,2011,Low,10,10,8-15 Years
44,36-45,No,Research & Development,Research Scientist,Male,2290,Low,6,0,4-7 Years
44,36-45,No,Research & Development,Research Scientist,Male,2436,Low,6,4,4-7 Years
44,36-45,No,Research & Development,Research Scientist,Male,2559,Low,8,8,8-15 Years
44,36-45,No,Research & Development,Research Scientist,Male,3420,Medium,6,5,4-7 Years
44,36-45,No,Research & Development,Research Scientist,Male,4541,Medium,20,20,15+ Years
44,36-45,No,Sales,Manager,Male,18213,High,26,22,15+ Years
44,36-45,No,Sales,Sales Executive,Female,4768,Medium,11,1,8-15 Years
44,36-45,No,Sales,Sales Executive,Female,5454,Medium,9,4,8-15 Years
44,36-45,No,Sales,Sales Executive,Female,13320,High,23,12,15+ Years
44,36-45,Yes,Human Resources,Human Resources,Male,10482,High,24,20,15+ Years
44,36-45,Yes,Research & Development,Healthcare Representative,Female,7978,High,10,10,8-15 Years
44,36-45,Yes,Research & Development,Laboratory Technician,Male,2362,Low,10,3,8-15 Years
44,36-45,Yes,Research & Development,Laboratory Technician,Male,3161,Medium,19,1,15+ Years
44,36-45,Yes,Research & Development,Research Scientist,Male,2342,Low,6,5,4-7 Years
44,36-45,Yes,Research & Development,Research Scientist,Male,2936,Low,6,6,4-7 Years
45,36-45,No,Human Resources,Human Resources,Female,9756,High,9,5,8-15 Years
45,36-45,No,Human Resources,Human Resources,Male,2177,Low,6,6,4-7 Years
45,36-45,No,Research & Development,Healthcare Representative,Male,5399,Medium,12,4,8-15 Years
45,36-45,No,Research & Development,Healthcare Representative,Male,7441,High,10,10,8-15 Years
45,36-45,No,Research & Development,Healthcare Representative,Male,10748,High,25,23,15+ Years
45,36-45,No,Research & Development,Healthcare Representative,Male,10851,High,24,7,15+ Years
45,36-45,No,Research & Development,Healthcare Representative,Male,13496,High,21,20,15+ Years
45,36-45,No,Research & Development,Laboratory Technician,Female,2270,Low,8,5,8-15 Years
45,36-45,No,Research & Development,Laboratory Technician,Female,5769,Medium,10,10,8-15 Years
45,36-45,No,Research & Development,Laboratory Technician,Male,2348,Low,20,17,15+ Years
45,36-45,No,Research & Development,Laboratory Technician,Male,3633,Medium,9,9,8-15 Years
45,36-45,No,Research & Development,Laboratory Technician,Male,4447,Medium,9,9,8-15 Years
45,36-45,No,Research & Development,Laboratory Technician,Male,5210,Medium,24,24,15+ Years
45,36-45,No,Research & Development,Manager,Female,18061,High,22,0,15+ Years
45,36-45,No,Research & Development,Manager,Male,16792,High,22,20,15+ Years
45,36-45,No,Research & Development,Manager,Male,19202,High,25,24,15+ Years
45,36-45,No,Research & Development,Manufacturing Director,Female,5770,Medium,10,10,8-15 Years
45,36-45,No,Research & Development,Manufacturing Director,Female,5906,Medium,10,9,8-15 Years
45,36-45,No,Research & Development,Manufacturing Director,Male,6434,Medium,9,3,8-15 Years
45,36-45,No,Research & Development,Manufacturing Director,Male,9380,High,10,3,8-15 Years
45,36-45,No,Research & Development,Research Director,Female,16704,High,21,21,15+ Years
45,36-45,No,Research & Development,Research Director,Male,13245,High,17,0,15+ Years
45,36-45,No,Research & Development,Research Scientist,Female,2274,Low,1,1,0-3 Years
45,36-45,No,Research & Development,Research Scientist,Female,4477,Medium,7,3,4-7 Years
45,36-45,No,Research & Development,Research Scientist,Male,2132,Low,8,5,8-15 Years
45,36-45,No,Research & Development,Research Scientist,Male,2654,Low,8,2,8-15 Years
45,36-45,No,Research & Development,Research Scientist,Male,3452,Medium,9,6,8-15 Years
45,36-45,No,Research & Development,Research Scientist,Male,3697,Medium,12,10,8-15 Years
45,36-45,No,Research & Development,Research Scientist,Male,9724,High,25,1,15+ Years
45,36-45,No,Sales,Manager,Female,17650,High,26,9,15+ Years
45,36-45,No,Sales,Sales Executive,Female,4850,Medium,8,5,8-15 Years
45,36-45,No,Sales,Sales Executive,Female,5006,Medium,9,5,8-15 Years
45,36-45,No,Sales,Sales Executive,Female,5154,Medium,10,8,8-15 Years
45,36-45,No,Sales,Sales Executive,Female,5593,Medium,15,15,8-15 Years
45,36-45,No,Sales,Sales Executive,Female,8865,High,23,19,15+ Years
45,36-45,No,Sales,Sales Executive,Male,4385,Medium,10,10,8-15 Years
45,36-45,No,Sales,Sales Executive,Male,4805,Medium,9,8,8-15 Years
45,36-45,No,Sales,Sales Executive,Male,10761,High,18,5,15+ Years
45,36-45,No,Sales,Sales Representative,Male,6632,Medium,9,8,8-15 Years
45,36-45,Yes,Sales,Manager,Female,18824,High,26,24,15+ Years
45,36-45,Yes,Sales,Sales Executive,Female,4286,Medium,5,1,4-7 Years
46,46,No,Human Resources,Human Resources,Female,3423,Medium,10,7,8-15 Years
46,46,No,Human Resources,Human Resources,Male,5021,Medium,16,4,15+ Years
46,46,No,Research & Development,Healthcare Representative,Female,10527,High,28,2,15+ Years
46,46,No,Research & Development,Healthcare Representative,Male,5562,Medium,19,10,15+ Years
46,46,No,Research & Development,Healthcare Representative,Male,9396,High,17,4,15+ Years
46,46,No,Research & Development,Healthcare Representative,Male,10673,High,21,10,15+ Years
46,46,No,Research & Development,Manufacturing Director,Female,4810,Medium,19,10,15+ Years
46,46,No,Research & Development,Manufacturing Director,Female,5258,Medium,7,1,4-7 Years
46,46,No,Research & Development,Manufacturing Director,Male,7379,High,12,6,8-15 Years
46,46,No,Research & Development,Manufacturing Director,Male,8578,High,12,9,8-15 Years
46,46,No,Research & Development,Manufacturing Director,Male,10845,High,13,8,8-15 Years
46,46,No,Research & Development,Research Director,Male,17861,High,26,3,15+ Years
46,46,No,Research & Development,Research Director,Male,19081,High,25,4,15+ Years
46,46,No,Research & Development,Research Director,Male,19328,High,24,2,15+ Years
46,46,No,Research & Development,Research Director,Male,19627,High,23,2,15+ Years
46,46,No,Research & Development,Research Scientist,Female,4615,Medium,19,16,15+ Years
46,46,No,Sales,Manager,Female,16606,High,23,13,15+ Years
46,46,No,Sales,Manager,Female,16872,High,28,7,15+ Years
46,46,No,Sales,Manager,Female,17048,High,28,26,15+ Years
46,46,No,Sales,Manager,Female,18789,High,26,11,15+ Years
46,46,No,Sales,Manager,Female,18947,High,22,2,15+ Years
46,46,No,Sales,Manager,Male,17465,High,23,12,15+ Years
46,46,No,Sales,Manager,Male,17567,High,27,26,15+ Years
46,46,No,Sales,Sales Executive,Female,9071,High,15,3,8-15 Years
46,46,No,Sales,Sales Executive,Female,10453,High,24,24,15+ Years
46,46,No,Sales,Sales Executive,Female,13225,High,25,19,15+ Years
46,46,No,Sales,Sales Executive,Male,5772,Medium,14,9,8-15 Years
46,46,No,Sales,Sales Executive,Male,7991,High,6,2,4-7 Years
46,46,No,Sales,Sales Executive,Male,10368,High,13,10,8-15 Years
46,46,Yes,Research & Development,Healthcare Representative,Female,8926,High,13,9,8-15 Years
46,46,Yes,Sales,Sales Executive,Female,7314,High,14,8,8-15 Years
46,46,Yes,Sales,Sales Executive,Male,9619,High,9,9,8-15 Years
46,46,Yes,Sales,Sales Executive,Male,10096,High,28,7,15+ Years
47,46,No,Human Resources,Manager,Female,19658,High,27,5,15+ Years
47,46,No,Research & Development,Healthcare Representative,Male,8633,High,25,17,15+ Years
47,46,No,Research & Development,Laboratory Technician,Female,2105,Low,7,2,4-7 Years
47,46,No,Research & Development,Manager,Female,16752,High,26,26,15+ Years
47,46,No,Research & Development,Manufacturing Director,Female,5070,Medium,20,5,15+ Years
47,46,No,Research & Development,Manufacturing Director,Female,10333,High,28,22,15+ Years
47,46,No,Research & Development,Manufacturing Director,Male,5067,Medium,20,19,15+ Years
47,46,No,Research & Development,Research Director,Female,11957,High,14,13,8-15 Years
47,46,No,Research & Development,Research Director,Female,17169,High,26,20,15+ Years
47,46,No,Research & Development,Research Director,Male,18300,High,21,3,15+ Years
47,46,No,Research & Development,Research Scientist,Male,3420,Medium,17,6,15+ Years
47,46,No,Research & Development,Research Scientist,Male,5467,Medium,16,8,15+ Years
47,46,No,Sales,Manager,Female,15972,High,29,3,15+ Years
47,46,No,Sales,Sales Executive,Female,4163,Medium,9,9,8-15 Years
47,46,No,Sales,Sales Executive,Female,4537,Medium,8,7,8-15 Years
47,46,No,Sales,Sales Executive,Female,4591,Medium,11,5,8-15 Years
47,46,No,Sales,Sales Executive,Female,13770,High,28,22,15+ Years
47,46,No,Sales,Sales Executive,Male,4960,Medium,20,7,15+ Years
47,46,No,Sales,Sales Executive,Male,4978,Medium,4,1,4-7 Years
47,46,No,Sales,Sales Representative,Female,3294,Medium,3,3,0-3 Years
47,46,No,Sales,Sales Representative,Male,2976,Low,5,0,4-7 Years
47,46,Yes,Research & Development,Manager,Male,11849,High,10,10,8-15 Years
47,46,Yes,Sales,Sales Executive,Female,6397,Medium,8,5,8-15 Years
47,46,Yes,Sales,Sales Executive,Male,12936,High,25,23,15+ Years
48,46,No,Research & Development,Healthcare Representative,Male,4240,Medium,19,2,15+ Years
48,46,No,Research & Development,Healthcare Representative,Male,10999,High,27,15,15+ Years
48,46,No,Research & Development,Laboratory Technician,Male,2559,Low,7,1,4-7 Years
48,46,No,Research & Development,Manager,Female,15402,High,21,3,15+ Years
48,46,No,Research & Development,Manager,Female,17174,High,24,22,15+ Years
48,46,No,Research & Development,Manager,Male,15202,High,23,2,15+ Years
48,46,No,Research & Development,Manager,Male,16885,High,27,5,15+ Years
48,46,No,Research & Development,Manufacturing Director,Male,7898,High,11,10,8-15 Years
48,46,No,Research & Development,Research Director,Male,18265,High,25,1,15+ Years
48,46,No,Research & Development,Research Director,Male,19665,High,29,22,15+ Years
48,46,No,Research & Development,Research Scientist,Female,2367,Low,10,8,8-15 Years
48,46,No,Research & Development,Research Scientist,Male,2259,Low,13,0,8-15 Years
48,46,No,Sales,Manager,Female,12504,High,15,0,8-15 Years
48,46,No,Sales,Sales Executive,Female,4051,Medium,14,9,8-15 Years
48,46,No,Sales,Sales Executive,Female,6439,Medium,18,8,15+ Years
48,46,No,Sales,Sales Executive,Male,5486,Medium,15,2,8-15 Years
48,46,No,Sales,Sales Executive,Male,8120,High,12,2,8-15 Years
48,46,Yes,Research & Development,Laboratory Technician,Male,5381,Medium,23,1,15+ Years
48,46,Yes,Sales,Sales Representative,Female,2655,Low,19,9,15+ Years
49,46,No,Research & Development,Healthcare Representative,Female,13964,High,25,7,15+ Years
49,46,No,Research & Development,Healthcare Representative,Female,13966,High,30,15,15+ Years
49,46,No,Research & Development,Healthcare Representative,Male,6651,Medium,20,3,15+ Years
49,46,No,Research & Development,Healthcare Representative,Male,10466,High,29,8,15+ Years
49,46,No,Research & Development,Healthcare Representative,Male,10965,High,26,5,15+ Years
49,46,No,Research & Development,Laboratory Technician,Female,2587,Low,17,2,15+ Years
49,46,No,Research & Development,Laboratory Technician,Female,3211,Medium,10,9,8-15 Years
49,46,No,Research & Development,Laboratory Technician,Female,4789,Medium,10,3,8-15 Years
49,46,No,Research & Development,Laboratory Technician,Female,7403,High,29,26,15+ Years
49,46,No,Research & Development,Manager,Male,15379,High,23,8,15+ Years
49,46,No,Research & Development,Manager,Male,18711,High,23,1,15+ Years
49,46,No,Research & Development,Manufacturing Director,Female,6567,Medium,16,15,15+ Years
49,46,No,Research & Development,Manufacturing Director,Male,6804,Medium,7,7,4-7 Years
49,46,No,Research & Development,Research Director,Female,16413,High,27,4,15+ Years
49,46,No,Research & Development,Research Director,Female,18665,High,22,3,15+ Years
49,46,No,Research & Development,Research Director,Male,19161,High,28,5,15+ Years
49,46,No,Research & Development,Research Director,Male,19502,High,31,31,15+ Years
49,46,No,Research & Development,Research Scientist,Female,3580,Medium,7,4,4-7 Years
49,46,No,Research & Development,Research Scientist,Male,5130,Medium,10,10,8-15 Years
49,46,No,Sales,Sales Executive,Female,4507,Medium,8,5,8-15 Years
49,46,No,Sales,Sales Executive,Male,5390,Medium,17,9,15+ Years
49,46,No,Sales,Sales Executive,Male,13120,High,22,9,15+ Years
49,46,Yes,Research & Development,Laboratory Technician,Male,4284,Medium,20,4,15+ Years
49,46,Yes,Sales,Sales Executive,Female,7654,High,9,9,8-15 Years
50,46,No,Human Resources,Manager,Male,18200,High,32,32,15+ Years
50,46,No,Research & Development,Healthcare Representative,Male,10496,High,20,4,15+ Years
50,46,No,Research & Development,Healthcare Representative,Male,11245,High,32,30,15+ Years
50,46,No,Research & Development,Laboratory Technician,Male,2380,Low,8,1,8-15 Years
50,46,No,Research & Development,Laboratory Technician,Male,3221,Medium,20,20,15+ Years
50,46,No,Research & Development,Laboratory Technician,Male,3690,Medium,5,3,4-7 Years
50,46,No,Research & Development,Manager,Female,17856,High,32,2,15+ Years
50,46,No,Research & Development,Manager,Female,19926,High,21,5,15+ Years
50,46,No,Research & Development,Manager,Male,17046,High,28,27,15+ Years
50,46,No,Research & Development,Manager,Male,17924,High,31,31,15+ Years
50,46,No,Research & Development,Manufacturing Director,Male,13973,High,22,12,15+ Years
50,46,No,Research & Development,Research Director,Female,13269,High,19,14,15+ Years
50,46,No,Research & Development,Research Director,Female,16880,High,25,3,15+ Years
50,46,No,Research & Development,Research Director,Female,18172,High,28,8,15+ Years
50,46,No,Research & Development,Research Director,Female,18740,High,29,27,15+ Years
50,46,No,Research & Development,Research Director,Male,14411,High,32,32,15+ Years
50,46,No,Research & Development,Research Director,Male,17399,High,32,5,15+ Years
50,46,No,Research & Development,Research Director,Male,17639,High,30,4,15+ Years
50,46,No,Research & Development,Research Director,Male,19144,High,28,10,15+ Years
50,46,No,Research & Development,Research Director,Male,19237,High,29,8,15+ Years
50,46,No,Sales,Manager,Female,19517,High,32,7,15+ Years
50,46,No,Sales,Manager,Male,19331,High,27,1,15+ Years
50,46,No,Sales,Sales Executive,Female,6347,Medium,19,18,15+ Years
50,46,No,Sales,Sales Executive,Female,9208,High,16,2,15+ Years
50,46,No,Sales,Sales Representative,Male,3875,Medium,4,2,4-7 Years
50,46,Yes,Sales,Sales Executive,Male,4728,Medium,5,0,4-7 Years
50,46,Yes,Sales,Sales Executive,Male,6728,Medium,12,6,8-15 Years
50,46,Yes,Sales,Sales Executive,Male,6796,Medium,18,4,15+ Years
50,46,Yes,Sales,Sales Executive,Male,10854,High,20,3,15+ Years
50,46,Yes,Sales,Sales Representative,Male,2683,Low,3,3,0-3 Years
51,46,No,Human Resources,Manager,Male,14026,High,33,33,15+ Years
51,46,No,Research & Development,Healthcare Representative,Female,7484,High,23,13,15+ Years
51,46,No,Research & Development,Healthcare Representative,Female,13734,High,21,7,15+ Years
51,46,No,Research & Development,Laboratory Technician,Female,2838,Low,8,7,8-15 Years
51,46,No,Research & Development,Laboratory Technician,Male,2075,Low,10,4,8-15 Years
51,46,No,Research & Development,Manager,Female,13116,High,15,2,8-15 Years
51,46,No,Research & Development,Manufacturing Director,Female,13142,High,29,5,15+ Years
51,46,No,Research & Development,Manufacturing Director,Male,5482,Medium,13,4,8-15 Years
51,46,No,Research & Development,Manufacturing Director,Male,6132,Medium,10,1,8-15 Years
51,46,No,Research & Development,Research Director,Male,12490,High,16,10,15+ Years
51,46,No,Research & Development,Research Director,Male,19537,High,23,20,15+ Years
51,46,No,Research & Development,Research Scientist,Male,2723,Low,1,1,0-3 Years
51,46,No,Sales,Manager,Female,16307,High,29,20,15+ Years
51,46,No,Sales,Manager,Male,19847,High,31,29,15+ Years
51,46,No,Sales,Sales Executive,Female,4936,Medium,18,7,15+ Years
51,46,No,Sales,Sales Executive,Male,5441,Medium,11,10,8-15 Years
51,46,No,Sales,Sales Executive,Male,10596,High,14,4,8-15 Years
51,46,Yes,Research & Development,Manufacturing Director,Male,10650,High,18,4,15+ Years
51,46,Yes,Research & Development,Research Scientist,Male,2461,Low,18,10,15+ Years
52,46,No,Research & Development,Healthcare Representative,Male,10445,High,18,8,15+ Years
52,46,No,Research & Development,Laboratory Technician,Female,2950,Low,12,5,8-15 Years
52,46,No,Research & Development,Laboratory Technician,Female,3149,Medium,9,5,8-15 Years
52,46,No,Research & Development,Laboratory Technician,Female,3212,Medium,6,2,4-7 Years
52,46,No,Research & Development,Manager,Female,16555,High,31,5,15+ Years
52,46,No,Research & Development,Manager,Male,17099,High,26,9,15+ Years
52,46,No,Research & Development,Manager,Male,19999,High,34,33,15+ Years
52,46,No,Research & Development,Manufacturing Director,Female,13247,High,24,5,15+ Years
52,46,No,Research & Development,Manufacturing Director,Female,13826,High,31,9,15+ Years
52,46,No,Research & Development,Manufacturing Director,Male,7969,High,28,5,15+ Years
